AIRPORT_CODE,LATITUDE,LONGITUDE,DISPLAY_AIRPORT_NAME,STATE_NAME,STATE_CODE,COUNTRY_NAME,CITY_NAME
RKS,41.59416667,-109.06527778,Rock Springs Sweetwater County,Wyoming,WY,United States,Rock Springs
RKW,35.92222222,-84.68972222,Rockwood Municipal,Tennessee,TN,United States,Rockwood
RWI,35.85638889,-77.89194444,Rocky Mount-Wilson Regional,North Carolina,NC,United States,Rocky Mount
BJC,39.90888889,-105.11722222,Rocky Mountain Metro,Colorado,CO,United States,Broomfield
RXB,57.46666667,-135.4,Rodman Bay Airport,Alaska,AK,United States,Rodman Bay
ROG,36.3725,-94.10694444,Rogers Executive Carter Field,Arkansas,AR,United States,Rogers
MFR,42.37416667,-122.87361111,Rogue Valley International - Medford,Oregon,OR,United States,Medford
XXY,40.55388889,-124.13277778,Rohnerville,California,CA,United States,Fortuna
A07,66.76611111,-160.15277778,Roland Norton Memorial,Alaska,AK,United States,Selawik
RLA,37.93555556,-91.81361111,Rolla Downtown,Missouri,MO,United States,Rolla
VIH,38.1275,-91.76944444,Rolla National,Missouri,MO,United States,Vichy
DCA,38.85138889,-77.03777778,Ronald Reagan Washington National,Virginia,VA,United States,Washington
ROL,40.27833333,-110.05138889,Roosevelt Municipal,Utah,UT,United States,Roosevelt
NRR,18.24972222,-65.63555556,Roosevelt Roads NAS,Puerto Rico,PR,United States,Ceiba
WQO,34.87055556,-118.20555556,Rosamond Skypark,California,CA,United States,Rosamond
RSJ,48.63333333,-122.85,Rosario Seaplane Base,Washington,WA,United States,Rosario
CRX,34.915,-88.60361111,Roscoe Turner,Mississippi,MS,United States,Corinth
ROX,48.85638889,-95.69694444,Roseau Municipal/Rudy Billberg Field,Minnesota,MN,United States,Roseau
RBG,43.23944444,-123.35583333,Roseburg Regional,Oregon,OR,United States,Roseburg
STJ,39.77194444,-94.90972222,Rosecrans Memorial,Missouri,MO,United States,St. Joseph
OH3,39.44055556,-83.02305556,Ross County,Ohio,OH,United States,Chillicothe
ROW,33.3,-104.52944444,Roswell International Air Center,New Mexico,NM,United States,Roswell
RPX,46.475,-108.54333333,Roundup Airport,Montana,MT,United States,Roundup
YUY,48.20611111,-78.83555556,Rouyn-Noranda Airport,Quebec,QC,Canada,Rouyn-Noranda
RWB,56.65,-134.28333333,Rowan Bay Airport,Alaska,AK,United States,Rowan Bay
IRV,30.45527778,-88.21111111,Roy E. Ray,Alabama,AL,United States,Bayou La Batre
VEO,38.42777778,-92.875,Roy Otten Memorial Airfield,Missouri,MO,United States,Versailles
RBY,64.72722222,-155.47,Ruby Airport,Alaska,AK,United States,Ruby
RSL,38.87138889,-98.81166667,Russell Municipal,Kansas,KS,United States,Russell
AR1,35.25916667,-93.09333333,Russellville Regional,Arkansas,AR,United States,Russellville
K01,36.79972222,-86.81083333,Russellville-Logan County,Kentucky,KY,United States,Russellville
RSH,61.775,-161.31944444,Russian Mission Airport,Alaska,AK,United States,Russian Mission
RSN,32.51472222,-92.58833333,Ruston Regional,Louisiana,LA,United States,Ruston
RUT,43.52972222,-72.94972222,Rutland - Southern Vermont Regional,Vermont,VT,United States,Rutland
ZPB,53.89111111,-92.19638889,Sachigo Lake Airport,Ontario,ON,Canada,Sachigo Lake
SAC,38.5125,-121.49333333,Sacramento Executive,California,CA,United States,Sacramento
SMF,38.69555556,-121.59083333,Sacramento International,California,CA,United States,Sacramento
MHR,38.55527778,-121.29722222,Sacramento Mather,California,CA,United States,Sacramento
SAD,32.85333333,-109.635,Safford Regional,Arizona,AZ,United States,Safford
SGW,56.88333333,-134.15,Saginaw,Alaska,AK,United States,Saginaw Bay
YSV,58.47444444,-62.65361111,Saglek Airport,Newfoundland and Labrador,NL,Canada,Saglek
SAG,69.36638889,-148.70444444,Sagwon Airport,Alaska,AK,United States,Sagwon
YSJ,45.31611111,-65.89027778,Saint John Airport,New Brunswick,NB,Canada,Saint John
SLO,38.64277778,-88.96416667,Salem/Leckrone,Illinois,IL,United States,Salem
SLN,38.79055556,-97.65222222,Salina Regional,Kansas,KS,United States,Salina
SBO,39.02916667,-111.83833333,Salina-Gunnison,Utah,UT,United States,Salina
SNS,36.66277778,-121.60638889,Salinas Municipal,California,CA,United States,Salinas/Monterey
SBY,38.34027778,-75.50944444,Salisbury-Ocean City/Wicomico Regional,Maryland,MD,United States,Salisbury
YSN,50.6825,-119.22861111,Salmon Arm Airport,British Columbia,BC,Canada,Salmon Arm
ZXP,56.23722222,-133.18888889,Salmon Bay Lake Airport,Alaska,AK,United States,Salmon Bay Lake
SLC,40.78833333,-111.97777778,Salt Lake City International,Utah,UT,United States,Salt Lake City
ZXM,55.40861111,-132.32916667,Saltery Cove Airport,Alaska,AK,United States,Saltery Cove
BRY,37.81444444,-85.49972222,Samuels Field,Kentucky,KY,United States,Bardstown
SJT,31.35777778,-100.49638889,San Angelo Regional/Mathis Field,Texas,TX,United States,San Angelo
SAT,29.53388889,-98.46916667,San Antonio International,Texas,TX,United States,San Antonio
SBD,34.09527778,-117.235,San Bernardino International,California,CA,United States,San Bernardino
SQL,37.51194444,-122.24944444,San Carlos Airport,California,CA,United States,San Carlos
QAJ,33.35305556,-110.66722222,San Carlos Apache,Arizona,AZ,United States,Globe
JZL,33.02277778,-118.58861111,San Clemente Island Nalf,California,CA,United States,San Clemente Island
SAN,32.73361111,-117.18972222,San Diego International,California,CA,United States,San Diego
SFO,37.61888889,-122.37555556,San Francisco International,California,CA,United States,San Francisco
EMT,34.08611111,-118.03472222,San Gabriel Valley,California,CA,United States,El Monte
WSJ,57.73111111,-153.31833333,San Juan Airport,Alaska,AK,United States,San Juan
SBP,35.23722222,-120.6425,San Luis County Regional,California,CA,United States,San Luis Obispo
ALS,37.435,-105.86777778,San Luis Valley Regional/Bergman Field,Colorado,CO,United States,Alamosa
QQY,29.89277778,-97.86305556,San Marcos Regional,Texas,TX,United States,San Marcos
FQB,33.23972222,-119.45833333,San Nicolas Island NOLF,California,CA,United States,Ventura
MDY,28.20444444,-177.37861111,Sand Island Field,U.S. Pacific Trust Territories and Possessions,TT,United States,Midway Island
SDP,55.31361111,-160.52138889,Sand Point,Alaska,AK,United States,Sandpoint
SHN,47.23361111,-123.1475,Sanderson Field,Washington,WA,United States,Shelton
YZP,53.25416667,-131.81388889,Sandspit Airport,British Columbia,BC,Canada,Sandspit
S24,41.29583333,-83.03722222,Sandusky County Regional,Ohio,OH,United States,Fremont
OQS,56.23333333,-160.22583333,Sandy Airport,Alaska,AK,United States,Sandy
SFM,43.39388889,-70.70805556,Sanford Seacoast Regional,Maine,ME,United States,Sanford
SBA,34.42611111,-119.84138889,Santa Barbara Municipal,California,CA,United States,Santa Barbara
SAF,35.61722222,-106.08944444,Santa Fe Municipal,New Mexico,NM,United States,Santa Fe
SMX,34.9,-120.45805556,Santa Maria Public/Capt. G. Allan Hancock Field,California,CA,United States,Santa Maria
SMO,34.01583333,-118.45138889,Santa Monica Municipal,California,CA,United States,Santa Monica
SZP,34.34694444,-119.06166667,Santa Paula Airport,California,CA,United States,Santa Paula
ZXQ,34.60694444,-120.07472222,Santa Ynez Airport,California,CA,United States,Santa Ynez
SQA,34.60694444,-120.07555556,Santa Ynez Airport,California,CA,United States,Santa Ynez
SRQ,27.39555556,-82.55444444,Sarasota/Bradenton International,Florida,FL,United States,Sarasota/Bradenton
VWK,43.05083333,-73.86166667,Saratoga County,New York,NY,United States,Saratoga Springs
NUN,30.46972222,-87.33805556,Saufley Field NOLF,Florida,FL,United States,Pensacola
YAM,46.485,-84.50944444,Sault Ste. Marie Airport,Ontario,ON,Canada,Sault Ste. Marie
SSM,46.48055556,-84.36805556,Sault Ste. Marie Metropolitan Area,Michigan,MI,United States,Sault Ste. Marie
SAV,32.1275,-81.20222222,Savannah/Hilton Head International,Georgia,GA,United States,Savannah
SVA,63.68638889,-170.49305556,Savoonga Airport,Alaska,AK,United States,Savoonga
HYR,46.02527778,-91.44305556,Sawyer County,Wisconsin,WI,United States,Hayward
MQT,46.35361111,-87.39527778,Sawyer International,Michigan,MI,United States,Marquette
SCM,61.84444444,-165.57361111,Scammon Bay Airport,Alaska,AK,United States,Scammon Bay
YKL,54.80527778,-66.80527778,Schefferville Airport,Quebec,QC,Canada,Schefferville
SCH,42.8525,-73.92861111,Schenectady County,New York,NY,United States,Schenectady
SUC,44.39027778,-104.39833333,Schloredt,Wyoming,WY,United States,Sundance
GLS,29.26527778,-94.86055556,Scholes International at Galveston,Texas,TX,United States,Galveston
ISQ,45.97444444,-86.17166667,Schoolcraft County,Michigan,MI,United States,Manistique
BLV,38.54527778,-89.83527778,Scott AFB/MidAmerica,Illinois,IL,United States,Belleville
AL8,34.68861111,-86.00583333,Scottsboro Municipal Word Field,Alabama,AL,United States,Scottsboro
SCF,33.62277778,-111.91055556,Scottsdale,Arizona,AZ,United States,Phoenix
NU6,66.65,-107.7,Seaice15,Nunavut Territory,NU,Canada,Seaice
SYB,58.38333333,-152.23333333,Seal Bay Airport,Alaska,AK,United States,Seal Bay
QQE,67.11666667,-163.75,Sealing Point Airport,Alaska,AK,United States,Sealing Point
NV3,35.44444444,-114.90944444,Searchlight Airport,Nevada,NV,United States,Searchlight
SRC,35.21055556,-91.7375,Searcy Municipal,Arkansas,AR,United States,Searcy
OGA,41.11944444,-101.76972222,Searle Field,Nebraska,NE,United States,Ogallala
JFB,47.60694444,-122.3325,Seattle 1st National.Bank Helipad,Washington,WA,United States,Seattle
SEA,47.45,-122.31166667,Seattle/Tacoma International,Washington,WA,United States,Seattle
DQC,27.81333333,-80.49555556,Sebastian Municipal,Florida,FL,United States,Sebastian
SEF,27.45638889,-81.3425,Sebring Regional,Florida,FL,United States,Sebring
YHS,49.46055556,-123.71861111,Sechelt Airport,British Columbia,BC,Canada,Sechelt
DMO,38.7075,-93.17583333,Sedalia Regional,Missouri,MO,United States,Sedalia
SDX,34.84861111,-111.78833333,Sedona Airport,Arizona,AZ,United States,Sedona
WLK,66.60027778,-159.98583333,Selawik Airport,Alaska,AK,United States,Selawik
AA5,66.95583333,-155.615,Selby Lake Airport,Alaska,AK,United States,Selby Lake
SOV,59.44388889,-151.705,Seldovia Airport,Alaska,AK,United States,Seldovia
SES,32.45,-86.95,Selfield,Alabama,AL,United States,Selma
MTC,42.61388889,-82.83694444,Selfridge Angb,Michigan,MI,United States,Mt. Clemens
A31,58.98277778,-153.18333333,Selief Bay Airport,Alaska,AK,United States,Selief Bay
RQO,42.71527778,-76.88222222,Seneca AAF,New York,NY,United States,Seneca
YZV,50.22333333,-66.26555556,Sept-Iles Airport,Quebec,QC,Canada,Sept-Iles
SQV,48.09777778,-123.18694444,Sequim Valley,Washington,WA,United States,Sequim
A21,65.85138889,-164.70277778,Serpentine Airport,Alaska,AK,United States,Serpentine
SWD,60.13,-149.41694444,Seward Airport,Alaska,AK,United States,Seward
GSB,35.33944444,-77.96055556,Seymour Johnson AFB,North Carolina,NC,United States,Goldsboro
MIT,35.5075,-119.19222222,Shafter - Minter Field,California,CA,United States,Shafter
SHX,62.69222222,-159.56916667,Shageluk Airport,Alaska,AK,United States,Shageluk
SKK,64.37111111,-161.22388889,Shaktoolik Airport,Alaska,AK,United States,Shaktoolik
A90,59.03916667,-158.46388889,Shannon Pond Airport,Alaska,AK,United States,Shannon Pond
LRO,37.83666667,-121.27222222,Sharpe AFF,California,CA,United States,Lathrop
TGE,32.49194444,-85.77555556,Sharpe Field,Alabama,AL,United States,Tuskegee
SSC,33.97277778,-80.47055556,Shaw AFB,South Carolina,SC,United States,Sumter
WA3,48.58527778,-123.00861111,Shaw Islands Water Aerodrome,Washington,WA,United States,Shaw Island
CN6,50.84833333,-126.56583333,Shawl Bay Water Aerodrome,British Columbia,BC,Canada,Shawl Bay
SNL,35.35722222,-96.94277778,Shawnee Regional,Oklahoma,OK,United States,Shawnee
A77,57.34333333,-152.89722222,Shearwater Airport,Alaska,AK,United States,Shearwater
SBM,43.76972222,-87.85166667,Sheboygan County Memorial,Wisconsin,WI,United States,Sheboygan
SMU,61.81138889,-147.50916667,Sheep Mountain Airport,Alaska,AK,United States,Sheep Mountain
AZ4,33.7875,-113.6425,Sheepy Hollow Ranch,Arizona,AZ,United States,Salome
AL2,33.17777778,-86.78333333,Shelby County,Alabama,AL,United States,Alabaster
NC3,35.25583333,-81.60083333,Shelby-Cleveland County Regional,North Carolina,NC,United States,Shelby
GEZ,39.58305556,-85.80472222,Shelbyville Municipal,Indiana,IN,United States,Shelbyville
A05,61.96388889,-151.55583333,Shell Lake Airport,Alaska,AK,United States,Shell Lake
IA1,40.75166667,-95.41361111,Shenandoah Municipal,Iowa,IA,United States,Shenandoah
SHD,38.26388889,-78.89638889,Shenandoah Valley Regional,Virginia,VA,United States,Staunton
SPS,33.98888889,-98.49194444,Sheppard AFB/Wichita Falls Municipal,Texas,TX,United States,Wichita Falls
BXC,42.48472222,-71.54444444,Sheraton Inn Heliport,Massachusetts,MA,United States,Boxborough
YSC,45.43861111,-71.69138889,Sherbrooke Airport,Quebec,QC,Canada,Sherbrooke
SHR,44.76916667,-106.98027778,Sheridan County,Wyoming,WY,United States,Sheridan
FLV,39.36833333,-94.91472222,Sherman AAF,Kansas,KS,United States,Leavenworth
PNX,33.7,-96.66666667,Sherman-Denison Airport,Texas,TX,United States,Sherman-Denison
QQM,40.52222222,-121.81666667,Shingletown Airport,California,CA,United States,Shingletown
OQV,61.01361111,-151.40694444,Shirleyville Airport,Alaska,AK,United States,Shirleyville
SHH,66.24944444,-166.08944444,Shishmaref Airport,Alaska,AK,United States,Shishmaref
OQX,67.0,-162.83333333,Shisholik Airport,Alaska,AK,United States,Shisholik
SAA,41.44361111,-106.8275,Shively Field,Wyoming,WY,United States,Saratoga
CN7,50.45861111,-127.85611111,Shoal Bay Water Aerodrome,British Columbia,BC,Canada,Shoal Bay
HCB,55.45,-131.28333333,Shoal Cove Airport,Alaska,AK,United States,Shoal Cove
SOW,34.26555556,-110.00555556,Show Low Regional,Arizona,AZ,United States,Show Low
DTN,32.54027778,-93.745,Shreveport Downtown,Louisiana,LA,United States,Shreveport
SHV,32.44666667,-93.82555556,Shreveport Regional,Louisiana,LA,United States,Shreveport
FQP,55.83444444,-131.48472222,Shrimp Bay Airport,Alaska,AK,United States,Shrimp Bay
SHG,66.88805556,-157.1625,Shungnak Airport,Alaska,AK,United States,Shungnak
SXY,42.3025,-75.41583333,Sidney Municipal,New York,NY,United States,Sidney
SNY,41.09972222,-102.985,Sidney Municipal/Lloyd W. Carr Field,Nebraska,NE,United States,Sidney
SDY,47.70694444,-104.1925,Sidney Richland Regional,Montana,MT,United States,Sidney
RUI,33.46083333,-105.53027778,Sierra Blanca Regional,New Mexico,NM,United States,Ruidoso
FHU,31.58833333,-110.34444444,Sierra Vista Municipal-Libby AAF,Arizona,AZ,United States,Fort Huachuca
SIK,36.89888889,-89.56166667,Sikeston Memorial Municipal,Missouri,MO,United States,Sikeston
N6C,35.70416667,-79.50416667,Siler City Municipal,North Carolina,NC,United States,Siler City
OR2,44.87666667,-124.02861111,Siletz Bay State,Oregon,OR,United States,Gleneden
CFQ,61.02888889,-138.4075,Silver City Airport,Yukon Territory,YT,Canada,Silver City
A52,59.96388889,-152.68222222,Silver Salmon Creek Airport,Alaska,AK,United States,Silver Salmon Creek
FBG,35.13194444,-78.93611111,Simmons AAF,North Carolina,NC,United States,Fort Bragg
B4C,50.75194444,-126.50111111,Simoom Sound Water Aerodrome,British Columbia,BC,Canada,Simoom Sound
CT2,41.93277778,-72.77694444,Simsbury Airport,Connecticut,CT,United States,Simsbury
SUX,42.4025,-96.38444444,Sioux Gateway/Col. Bud Day Field,Iowa,IA,United States,Sioux City
YXL,50.11416667,-91.90555556,Sioux Lookout Airport,Ontario,ON,Canada,Sioux Lookout
SIY,41.78138889,-122.46805556,Siskiyou County,California,CA,United States,Montague
SIT,57.04694444,-135.36111111,Sitka Rocky Gutierrez,Alaska,AK,United States,Sitka
SKJ,56.53277778,-154.11388889,Sitkinak CGS,Alaska,AK,United States,Sitkinak
MVW,48.47055556,-122.42166667,Skagit Regional,Washington,WA,United States,Burlington/Mount Vernon
SGY,59.46,-135.31555556,Skagway Airport,Alaska,AK,United States,Skagway
NY7,42.91388889,-76.44083333,Skaneateles Aero Drome,New York,NY,United States,Skaneateles
SKW,61.96611111,-151.19527778,Skwentna Airport,Alaska,AK,United States,Skwentna
NY5,41.7075,-73.73805556,Sky Acres,New York,NY,United States,Millbrook
JZJ,46.72194444,-92.04333333,Sky Harbor,Minnesota,MN,United States,Duluth
MTP,41.07666667,-71.92055556,Sky Portal,New York,NY,United States,Montauk Point
ILE,31.08583333,-97.68638889,Skylark Field,Texas,TX,United States,Killeen
TX8,33.48527778,-101.66166667,Slaton Municipal,Texas,TX,United States,Slaton
YZH,55.29305556,-114.77722222,Slave Lake Airport,Alberta,AB,Canada,Slave Lake
SLQ,61.70055556,-157.16583333,Sleetmute Airport,Alaska,AK,United States,Sleetmute
ISN,48.17805556,-103.64222222,Sloulin Field International,North Dakota,ND,United States,Williston
XXD,34.91138889,-100.86944444,Smiley Johnson Municipal/Bass Field,Texas,TX,United States,Clarendon
A3K,70.76583333,-154.23083333,Smith Bay Airport,Alaska,AK,United States,Smith Bay
SCJ,55.45472222,-132.35194444,Smith Cove Airport,Alaska,AK,United States,Smith Cove
NE4,40.48194444,-101.81305556,Smith Field,Nebraska,NE,United States,Champion
VA6,37.10777778,-79.5925,Smith Mountain Lake,Virginia,VA,United States,Moneta
INT,36.13361111,-80.22194444,Smith Reynolds,North Carolina,NC,United States,Winston-Salem
YYD,54.82527778,-127.18277778,Smithers Airport,British Columbia,BC,Canada,Smithers
MQY,36.00888889,-86.52,Smyrna Airport,Tennessee,TN,United States,Smyrna
NT1,63.585,-110.9,Snap Lake Mine/Debeers,Northwest Territories,NT,Canada,Snap Lake
FQG,58.13444444,-133.72944444,Snettisham Airport,Alaska,AK,United States,Snettisham
PAE,47.90694444,-122.28166667,Snohomish County,Washington,WA,United States,Everett
ONM,34.0225,-106.90305556,Socorro Municipal,New Mexico,NM,United States,Socorro
CN9,50.64083333,-127.03138889,Sointula Water Aerodrome,British Columbia,BC,Canada,Sointula
SXQ,60.47527778,-151.03972222,Soldotna Airport,Alaska,AK,United States,Soldotna
SOL,64.56055556,-164.44222222,Solomon State Field,Alaska,AK,United States,Solomon
NJ3,40.62611111,-74.67,Somerset,New Jersey,NJ,United States,Somerville
FVD,30.58555556,-100.64861111,Sonora Municipal,Texas,TX,United States,Sonora
BC7,50.38305556,-125.15527778,Sonora Resort,British Columbia,BC,Canada,Sonora Island
AL4,31.30833333,-86.39222222,South Alabama Regional at Bill Benton Field,Alabama,AL,United States,Andalusia/Opp
ELD,33.22083333,-92.81333333,South Arkansas Regional at Goodwin Field,Arkansas,AR,United States,El Dorado
SBN,41.70833333,-86.31722222,South Bend International,Indiana,IN,United States,South Bend
GEY,44.51805556,-108.08305556,South Big Horn County,Wyoming,WY,United States,Greybull
LLY,39.94277778,-74.84583333,South Jersey Regional,New Jersey,NJ,United States,Mount Holly
WSN,58.70194444,-157.0025,South Naknek 2,Alaska,AK,United States,South Naknek
VZZ,44.85722222,-93.03277778,South St. Paul Municipal-Richard E. Fleming Field,Minnesota,MN,United States,South St. Paul
VWX,29.35916667,-99.1775,South Texas Regional at Hondo,Texas,TX,United States,Hondo
RQV,40.61944444,-111.99277778,South Valley Regional,Utah,UT,United States,Salt Lake City
NZW,42.14861111,-70.94027778,South Weymouth NAS,Massachusetts,MA,United States,South Weymouth
N4Y,40.84722222,-72.46388889,Southampton Heliport,New York,NY,United States,Southampton
QSO,42.10111111,-72.03888889,Southbridge Municipal,Massachusetts,MA,United States,Southbridge
BRL,40.78333333,-91.12555556,Southeast Iowa Regional,Iowa,IA,United States,Burlington
VCV,34.5975,-117.38305556,Southern California Logistics,California,CA,United States,Victorville
MDH,37.77805556,-89.25194444,Southern Illinois,Illinois,IL,United States,Carbondale
BCS,29.86611111,-90.02222222,Southern Seaplane,Louisiana,LA,United States,Belle Chasse
JVL,42.62027778,-89.04166667,Southern Wisconsin Regional,Wisconsin,WI,United States,Beloit/Janesville
RSW,26.53611111,-81.75527778,Southwest Florida International,Florida,FL,United States,Fort Myers
ABY,31.53555556,-84.19444444,Southwest Georgia Regional,Georgia,GA,United States,Albany
BEH,42.12861111,-86.42611111,Southwest Michigan Regional,Michigan,MI,United States,Benton Harbor/St. Joseph
MML,44.45166667,-95.82444444,Southwest Minnesota Regional-Marshall/Ryan Field,Minnesota,MN,United States,Marshall
OTH,43.41694444,-124.24694444,Southwest Oregon Regional,Oregon,OR,United States,North Bend/Coos Bay
KLS,46.11805556,-122.89833333,Southwest Washington Regional,Washington,WA,United States,Kelso
TIX,28.51472222,-80.79916667,Space Coast Regional,Florida,FL,United States,Titusville
SVW,61.09722222,-155.57472222,Sparrevohn LRRS,Alaska,AK,United States,Sparrevohn
SPA,34.91583333,-81.95638889,Spartanburg Downtown Memorial,South Carolina,SC,United States,Spartanburg
MUL,31.13777778,-83.70416667,Spence,Georgia,GA,United States,Moultrie
SPW,43.16555556,-95.20277778,Spencer Municipal,Iowa,IA,United States,Spencer
SUS,38.66222222,-90.65194444,Spirit of St. Louis,Missouri,MO,United States,St. Louis
GEG,47.61916667,-117.53527778,Spokane International,Washington,WA,United States,Spokane
SPZ,36.17638889,-94.11916667,Springdale Municipal,Arkansas,AR,United States,Springdale
AZ5,34.12944444,-109.31083333,Springerville Municipal,Arizona,AZ,United States,Springerville
DQG,36.53666667,-86.92111111,Springfield Robertson County,Tennessee,TN,United States,Springfield
SGH,39.84027778,-83.84027778,Springfield-Beckley Municipal,Ohio,OH,United States,Springfield
SGF,37.24555556,-93.38861111,Springfield-Branson National,Missouri,MO,United States,Springfield
RQS,44.40638889,-79.73166667,Springwater Barrie Airpark,Ontario,ON,Canada,Springwater
AK4,67.58055556,-148.16472222,Squaw Lake Airport,Alaska,AK,United States,Squaw Lake
YIF,51.21,-58.65833333,St Augustin,Quebec,QC,Canada,Pakuashipi
SGU,37.03638889,-113.51027778,St George Regional,Utah,UT,United States,St. George
YRC,48.52083333,-71.05055556,St Honore,Quebec,QC,Canada,Chicoutimi
YSL,47.18,-67.89277778,St Leonard Cyr,New Brunswick,NB,Canada,St. Leonard
STL,38.74861111,-90.37,St Louis Lambert International,Missouri,MO,United States,St. Louis
PIE,27.90861111,-82.68638889,St Pete Clearwater International,Florida,FL,United States,St. Petersburg
NB1,45.2075,-67.25055556,St Stephen Airport,New Brunswick,NB,Canada,St Stephen
YAY,51.39194444,-56.08305556,St. Anthony Airport,Newfoundland and Labrador,NL,Canada,St. Anthony
PHN,42.91083333,-82.52888889,St. Clair County International,Michigan,MI,United States,Port Huron
STC,45.54666667,-94.06,St. Cloud Regional,Minnesota,MN,United States,St. Cloud
STG,56.60083333,-169.56416667,St. George Island Airport,Alaska,AK,United States,St. George Island
YHU,45.51805556,-73.41694444,St. Hubert,Quebec,QC,Canada,Montreal
SJF,18.33333333,-64.75,St. John Airport,U.S. Virgin Islands,VI,United States,St. John
YYT,47.61861111,-52.7525,St. John s International,Newfoundland and Labrador,NL,Canada,St. John's
SJN,34.51861111,-109.37888889,St. Johns Industrial Air Park,Arizona,AZ,United States,St. Johns
ALN,38.89,-90.04611111,St. Louis Regional,Illinois,IL,United States,Alton
KSM,62.06083333,-163.30194444,St. Mary s Airport,Alaska,AK,United States,St. Mary's
XSM,38.31527778,-76.55,St. Mary s County Regional,Maryland,MD,United States,Leonardtown
STQ,41.4125,-78.5025,St. Marys Municipal,Pennsylvania,PA,United States,St. Marys
SMK,63.49,-162.11027778,St. Michael Airport,Alaska,AK,United States,St. Michael
STP,44.93472222,-93.06027778,St. Paul Downtown Holman Field,Minnesota,MN,United States,Minneapolis/St. Paul
SNP,57.16638889,-170.2225,St. Paul Island,Alaska,AK,United States,St. Paul
YST,53.84555556,-94.85222222,St. Theresa Point Airport,Manitoba,MB,Canada,St. Theresa Point
RMN,38.39805556,-77.45555556,Stafford Regional,Virginia,VA,United States,Stafford
UXF,43.95027778,-111.68472222,Stanford Field,Idaho,ID,United States,St. Anthony
JZC,48.30083333,-102.40638889,Stanley Municipal,North Dakota,ND,United States,Stanley
VUJ,35.41666667,-80.15083333,Stanly County,North Carolina,NC,United States,Albemarle
SYN,44.47555556,-93.01638889,Stanton Airport,Minnesota,MN,United States,Stanton
TBR,32.48277778,-81.73694444,Statesboro-Bulloch County,Georgia,GA,United States,Statesboro
SVH,35.765,-80.95388889,Statesville Regional,North Carolina,NC,United States,Statesville
WSB,55.51666667,-133.63333333,Steamboat Bay Airport,Alaska,AK,United States,Steamboat Bay
SBS,40.51611111,-106.86638889,Steamboat Springs/Bob Adams Field,Colorado,CO,United States,Steamboat Springs
WBB,63.51583333,-162.27805556,Stebbins Airport,Alaska,AK,United States,Stebbins
CA9,50.08138889,-125.25333333,Steep Island Lodge,British Columbia,BC,Canada,Steep Island
WA6,48.3,-120.65,Stehekin Seaplane Landing,Washington,WA,United States,Stehekin
SLJ,33.29888889,-111.91555556,Stellar Airpark,Arizona,AZ,United States,Chandler
UXP,30.36777778,-89.45472222,Stennis International,Mississippi,MS,United States,Bay St. Louis
YJT,48.54444444,-58.55,Stephenville Airport,Newfoundland and Labrador,NL,Canada,Stephenville
VZO,55.83333333,-159.86666667,Stepovak Airport,Alaska,AK,United States,Stepovak
RQM,42.42583333,-71.79277778,Sterling Airport,Massachusetts,MA,United States,Sterling
STK,40.61416667,-103.26416667,Sterling Municipal,Colorado,CO,United States,Sterling
ME1,44.99194444,-70.66472222,Steven A. Bean Municipal,Maine,ME,United States,Rangeley
PGO,37.28638889,-107.05611111,Stevens Field,Colorado,CO,United States,Pagosa Springs
STE,44.54527778,-89.53027778,Stevens Point Municipal,Wisconsin,WI,United States,Stevens Point
SVS,66.01694444,-149.05444444,Stevens Village Airport,Alaska,AK,United States,Stevens Village
QQJ,46.525,-114.05277778,Stevensville Airport,Montana,MT,United States,Stevensville
ZST,55.93333333,-129.98333333,Stewart Airport,British Columbia,BC,Canada,Stewart
SWF,41.50416667,-74.10472222,Stewart International,New York,NY,United States,Newburgh/Poughkeepsie
SWO,36.16138889,-97.08583333,Stillwater Regional,Oklahoma,OK,United States,Stillwater
SCK,37.89416667,-121.23833333,Stockton Metropolitan,California,CA,United States,Stockton
SMT,33.81111111,-84.11944444,Stone Mountain Airport,Georgia,GA,United States,Stone Mountain
ME7,44.17333333,-68.68027778,Stonington Municipal,Maine,ME,United States,Stonington
YSF,59.25027778,-105.84138889,Stony Rapids Airport,Saskatchewan,SK,Canada,Stony Rapids
SRV,61.78972222,-156.58861111,Stony River Airport,Alaska,AK,United States,Stony River
SLB,42.59722222,-95.24055556,Storm Lake Municipal,Iowa,IA,United States,Storm Lake
ON2,43.41583333,-80.93416667,Stratford Municipal,Ontario,ON,Canada,Stratford
WLD,37.16861111,-97.0375,Strother Field,Kansas,KS,United States,Winfield
ESP,41.03583333,-75.16055556,Stroudsburg Pocono,Pennsylvania,PA,United States,Stroudsburg
SSW,48.67277778,-123.17583333,Stuart Island Airpark,Washington,WA,United States,Stuart Island
KY1,37.5775,-84.76944444,Stuart Powell Field,Kentucky,KY,United States,Danville
IRS,41.8,-85.41666667,Sturgis Airport,Michigan,MI,United States,Sturgis
KY2,37.54166667,-87.95444444,Sturgis Municipal,Kentucky,KY,United States,Sturgis
SGT,34.59944444,-91.575,Stuttgart Municipal Carl Humphrey Field,Arkansas,AR,United States,Stuttgart
YSB,46.62555556,-80.79777778,Sudbury Airport,Ontario,ON,Canada,Sudbury
SGR,29.62222222,-95.65666667,Sugar Land Regional,Texas,TX,United States,Sugar Land
